c_ClaveProdServ	Descripción
10202736	Rosal vivo helio
10202737	Rosal vivo high and exotic
10202738	Rosal vivo high and yellow flame
10202739	Rosal vivo high and yellow magic
10202740	Rosal vivo high society
10202741	Rosal vivo hummer
10202742	Rosal vivo idole o elle
10202743	Rosal vivo inti
10202744	Rosal vivo jet set
10202745	Rosal vivo judy
10202746	Rosal vivo jupiter
10202747	Rosal vivo konfetti
10202748	Rosal vivo kyara o kira
10202749	Rosal vivo latin beauty
10202750	Rosal vivo latin spirit
10202751	Rosal vivo latina
10202752	Rosal vivo lina
10202753	Rosal vivo lindsey
10202754	Rosal vivo male
10202755	Rosal vivo marie clare
10202756	Rosal vivo marisa
10202757	Rosal vivo matchball
10202758	Rosal vivo melon
10202759	Rosal vivo mohana
10202760	Rosal vivo okie dokie
10202761	Rosal vivo pailine
10202762	Rosal vivo parrot
10202763	Rosal vivo rio d oro
10202764	Rosal vivo salami
10202765	Rosal vivo santa fe
10202766	Rosal vivo skyline
10202767	Rosal vivo sonrisa
10202768	Rosal vivo star ambiance
10202769	Rosal vivo starbust
10202770	Rosal vivo sun king
10202771	Rosal vivo sunmaster
10202772	Rosal vivo sunny milva
10202773	Rosal vivo sushi
10202774	Rosal vivo tabasco
10202775	Rosal vivo tara
10202776	Rosal vivo tresor 2000
10202777	Rosal vivo ooty
10202778	Rosal vivo yellow coral
10202779	Rosal vivo yellow finess
10202780	Rosal vivo yellow submarine
10202781	Rosal vivo yellow sunset
10202782	Rosal vivo yelllow timeless
10202800	Rosales vivos spray
10202801	Rosal vivo alegria spray
10202802	Rosal vivo andrea follies spray
10202803	Rosal vivo antara follies spray
10202804	Rosal vivo arrow follies spray
10202805	Rosal vivo babe spray
10202806	Rosal vivo bellina collection spray
10202807	Rosal vivo blue moon spray
10202808	Rosal vivo chablis spray
10202809	Rosal vivo cherry follies spray
10202810	Rosal vivo chess spray
10202811	Rosal vivo classic lydia spray
10202812	Rosal vivo cream gracia spray
10202813	Rosal vivo cream lydia spray
10202814	Rosal vivo cream sensation spray
10202815	Rosal vivo cremita spray
10202816	Rosal vivo diablo spray
10202817	Rosal vivo electra spray
10202818	Rosal vivo fire king spray
10202819	Rosal vivo fleur spray
10202820	Rosal vivo girlie follies spray
10202821	Rosal vivo giselle follies spray
10202822	Rosal vivo golden collection spray
10202823	Rosal vivo golden mimi spray
10202824	Rosal vivo gracia spray
10202825	Rosal vivo hot majolica spray
10202826	Rosal vivo hot pink follies spray
10202827	Rosal vivo ilse spray
10202828	Rosal vivo jelena spray
10202829	Rosal vivo laminuette spray
10202830	Rosal vivo lavender follies spray
10202831	Rosal vivo limoncello spray
10202832	Rosal vivo little silver spray
10202833	Rosal vivo lovely lydia spray
10202834	Rosal vivo lucy spray
10202835	Rosal vivo lydia spray
10202836	Rosal vivo macarena spray
10202837	Rosal vivo magic sensation spray
10202838	Rosal vivo majolica spray
10202839	Rosal vivo mambo number 5 spray
10202840	Rosal vivo mambo spray
10202841	Rosal vivo marlene spray
10202842	Rosal vivo mimi eden spray
10202843	Rosal vivo minou spray
10202844	Rosal vivo nikita spray
10202845	Rosal vivo novel collection spray
10202846	Rosal vivo orange success spray
10202847	Rosal vivo pepita spray
10202848	Rosal vivo pink flash spray
10202849	Rosal vivo pink sensation spray
10202850	Rosal vivo porcelina spray
10202851	Rosal vivo princess spray
10202852	Rosal vivo purple mikado spray
10202853	Rosal vivo red angel spray
10202854	Rosal vivo red collection spray
10202855	Rosal vivo red hero spray
10202856	Rosal vivo red mikado spray
10202857	Rosal vivo red vision spray
10202858	Rosal vivo ritmo spray
10202859	Rosal vivo romance mikado o eva spray
10202860	Rosal vivo romantica follies spray
10202861	Rosal vivo rubicon spray
10202862	Rosal vivo rumba spray
10202863	Rosal vivo salsa spray
10202864	Rosal vivo sangrita spray
10202865	Rosal vivo santa barbara spray
10202866	Rosal vivo sashaba spray
10202867	Rosal vivo scarlett spray
10202868	Rosal vivo seline spray
10202869	Rosal vivo sensation spray
10202870	Rosal vivo silver collection spray
10202871	Rosal vivo silver sensation spray
10202872	Rosal vivo snowdance spray
10202873	Rosal vivo snowflake spray
10202874	Rosal vivo suncity spray
10202875	Rosal vivo super nova spray
10202876	Rosal vivo sweet sensation spray
10202877	Rosal vivo taifun o typhoon spray
10202878	Rosal vivo tamango spray
10202879	Rosal vivo tanger follies spray
10202880	Rosal vivo tiara spray
10202881	Rosal vivo tiramisú spray
10202882	Rosal vivo twinkle bride spray
10202883	Rosal vivo viviane spray
10202884	Rosal vivo white majolica spray
10202885	Rosal vivo white mikado spray
10202886	Rosal vivo xentina spray
10202887	Rosal vivo yellow babe spray
10202888	Rosal vivo yellow follies spray
10211500	Anturios vivos
10211501	Anturio vivo chocolate
10211502	Anturio vivo rojo oscuro
10211503	Anturio vivo verde
10211504	Anturio vivo rosado fuerte
10211505	Anturio vivo mickey mouse
10211506	Anturio vivo obake verde y blanco
10211507	Anturio vivo obake rojo y verde
10211508	Anturio vivo anaranjado
10211509	Anturio vivo durazno
10211510	Anturio vivo picasso o pecoso
10211511	Anturio vivo rojo
10211512	Anturio vivo salpicadura
10211513	Anturio vivo fuego del trópico
10211514	Anturio vivo tulipán verde
10211515	Anturio vivo tulipán rosado
10211516	Anturio vivo tulipán púrpura
10211517	Anturio vivo tulipán rojo
10211518	Anturio vivo blanco
10211519	Anturio vivo cosa salvaje
10211600	Allium vivo
10211601	Allium vivo embajador
10211602	Allium vivo ampeloprasum
10211603	Allium vivo bullit o drumstick
10211604	Allium vivo christophii
10211605	Allium vivo cowanii spray white
10211606	Allium vivo gigante
10211607	Allium vivo gladiador
10211608	Allium vivo globemaster
10211609	Allium vivo bola de golf blanca
10211610	Allium vivo cabello
10211611	Allium vivo rosado gigante
10211612	Allium vivo sensación púrpura
10211613	Allium vivo sicilum hanging
10211614	Allium vivo spider schubertii
10211615	Allium vivo spray moly
10211616	Allium vivo spray roseum
10211617	Allium vivo tuberosum
10211618	Allium vivo unifolium o spray allium
10211619	Allium vivo monte everest blanco
10211700	Astromelia viva
10211701	Astromelia viva agropoli
10211702	Astromelia viva bourgogne
10211703	Astromelia viva cairo
10211704	Astromelia viva charmes
10211705	Astromelia viva cherry bay
10211706	Astromelia viva cherry white
10211707	Astromelia viva dame blanche
10211708	Astromelia viva diamond
10211709	Astromelia viva gran canaria
10211710	Astromelia viva harlekijn
10211711	Astromelia viva indian summer
10211712	Astromelia viva jamaica
10211713	Astromelia viva macondo
10211714	Astromelia viva mistique
10211715	Astromelia viva my fair
10211716	Astromelia viva new cairo
10211717	Astromelia viva nice
10211718	Astromelia viva orange bowl
10211719	Astromelia viva orange queens
10211720	Astromelia viva orange sun
10211721	Astromelia viva paris
10211722	Astromelia viva picasso
10211723	Astromelia viva pink panther
10211724	Astromelia viva prima donna
10211725	Astromelia viva red silhouette
10211726	Astromelia viva sacha
10211727	Astromelia viva salmon
10211728	Astromelia viva santiago
10211729	Astromelia viva senna
10211730	Astromelia viva snowball
10211731	Astromelia viva sublime
10211732	Astromelia viva tropicana
10211733	Astromelia viva virginia
10211734	Astromelia viva white
10211800	Amaranto vivo
10211801	Amaranto vivo verde colgante
10211802	Amaranto vivo rojo colgante
10211803	Amaranto vivo bonce erguido
10211804	Amaranto vivo verde erguido
10211805	Amaranto vivo rojo erguido
10211900	Amaryllis vivo
10211901	Amaryllis vivo naranja
10211902	Amaryllis vivo orange nagano
10211903	Amaryllis vivo pygmee mini
10211904	Amaryllis vivo red lion
10211905	Amaryllis vivo rilona
10211906	Amaryllis vivo royal velvet
10211907	Amaryllis vivo sonatini orange
10211908	Amaryllis vivo sonatini red
10211909	Amaryllis vivo tango
10211910	Amaryllis vivo tinto night
10212000	Anémona viva
10212001	Anémona viva aubergine
10212002	Anémona viva negra
10212003	Anémona viva azul
10212004	Anémona viva cereza
10212005	Anémona viva coronaria
10212006	Anémona viva rosada fuerte
10212007	Anémona viva rosada claro
10212008	Anémona viva rosada
10212009	Anémona viva púrpura
10212010	Anémona viva roja
10212011	Anémona viva blanca
10212100	Asclepia viva
10212101	Asclepia viva lavanda
10212102	Asclepia viva moby dick
10212103	Asclepia viva tuberosa
10212104	Asclepia viva blanca
10212200	Aster viva
10212201	Aster viva belleza
10212202	Aster viva azul japonés
10212203	Aster viva verde japonés
10212204	Aster viva rosado fuerte japonés
10212205	Aster viva lavanda japonés
10212206	Aster viva rosado claro japonés
10212207	Aster viva durazno japonés
10212208	Aster viva rosado japonés
10212209	Aster viva púrpura japonés
10212210	Aster viva rojo japonés
10212211	Aster viva araña japonés
10212212	Aster viva blanca japonés
10212213	Aster viva rosado fuerte novi belgii
10212214	Aster viva lavanda novi belgii
10212215	Aster viva rosado novi belgii
10212216	Aster viva púrpura novi belgii
10212217	Aster viva blanca novi belgii
10212218	Aster viva solidago
10212219	Aster viva araña
10212300	Berzelia viva
10212301	Berzelia lanuginosa viva abrotanoides
10212302	Berzelia lanuginosa viva fireball
10212303	Berzelia lanuginosa viva galpinii
10212304	Berzelia lanuginosa viva galpini o baubles
10212305	Berzelia lanuginosa viva squarrosa
10212400	Bouvaria viva
10212401	Bouvardia viva doble rosado fuerte
10212402	Bouvardia viva rosado claro
10212403	Bouvardia viva doble rosado claro
10212404	Bouvardia viva roja
10212405	Bouvardia viva blanca
10212500	Brodiaea viva
10212501	Brodiaea viva congesta
10212502	Brodiaea viva congesta lavanda
10212503	Brodiaea viva hyacintha
10212504	Brodiaea viva ida maija
10212505	Brodiaea viva starlight
10212600	Calla viva
10212601	Calla viva green goddess
10212602	Calla viva ramillete albertville
10212603	Calla viva ramillete aranal
10212604	Calla viva ramillete black eyed beauty
10212605	Calla viva ramillete black star
10212606	Calla viva ramillete brisbane
10212607	Calla viva ramillete crystal blush
10212608	Calla viva ramillete crystal pink
10212609	Calla viva ramillete crystal white
10212610	Calla viva ramillete dark captain romanc
10212611	Calla viva ramillete dark mozart
10212612	Calla viva ramillete dark naomi
10212613	Calla viva ramillete deformed calla
10212614	Calla viva ramillete dordogne
10212615	Calla viva ramillete etude
10212616	Calla viva ramillete farao
10212617	Calla viva ramillete fire glow
10212618	Calla viva ramillete florex gold
10212619	Calla viva ramillete garnet glow
10212620	Calla viva ramillete hot chocolate
10212621	Calla viva ramillete lavender improved
10212622	Calla viva ramillete light cromance
10212623	Calla viva ramillete little suzy
10212624	Calla viva ramillete majestic red
10212625	Calla viva ramillete mango
10212626	Calla viva ramillete merlot
10212627	Calla viva ramillete mozart
10212628	Calla viva ramillete naomi
10212629	Calla viva ramillete night cap
10212630	Calla viva ramillete odessa
10212631	Calla viva ramillete pacific pink
10212632	Calla viva ramillete passion fruit
10212633	Calla viva ramillete picasso
10212634	Calla viva ramillete pillow talk
10212635	Calla viva ramillete pink persuation
10212636	Calla viva ramillete pisa
10212637	Calla viva ramillete pot of
10212638	Calla viva ramillete red sox
10212639	Calla viva ramillete rosa
10212640	Calla viva ramillete ruby light rose
10212641	Calla viva ramillete samur
10212642	Calla viva ramillete sapporo
10212643	Calla viva ramillete schwarzwalder
10212644	Calla viva ramillete serrada
10212645	Calla viva ramillete solemio
10212646	Calla viva ramillete sunrise
10212647	Calla viva ramillete super mac
10212648	Calla viva ramillete swan lake
10212649	Calla viva ramillete vermeer
10212650	Calla viva ramillete white butterfly
10212651	Calla viva ramillete yellow
10212652	Calla viva ramillete yellow mozart
10212653	Calla viva ramillete white large
10212800	Celosia viva
10212801	Celosia viva cresta de gallo verde
10212802	Celosia viva cresta de gallo anaranjado
10212803	Celosia viva cresta de gallo rosado
10212804	Celosia viva cresta de gallo púrpura
10212805	Celosia viva cresta de gallo rojo
10212806	Celosia viva cresta de gallo amarillo
10212807	Celosia viva pluma rosado claro
10212808	Celosia viva pluma anaranjado
10212809	Celosia viva pluma púrpura
10212810	Celosia viva pluma rojo
10212811	Celosia viva pluma amarillo
10212812	Celosia viva trigo rosado
10212813	Celosia viva trigo amarillo
10212900	Narciso vivo
10212901	Narciso vivo dick wilden
10212902	Narciso vivo dutch master
10212903	Narciso vivo ice follies
10212904	Narciso vivo ice king
10212905	Narciso vivo johan strauss
10212906	Narciso vivo yellow carlton
10213000	Dalia viva
10213001	Dalia viva bicolor
10213002	Dalia viva rosado fuerte
10213003	Dalia viva rosado claro
10213004	Dalia viva rosado medio
10213005	Dalia viva anaranjado
10213006	Dalia viva durazno
10213007	Dalia viva púrpura
10213008	Dalia viva roja
10213009	Dalia viva blanca
10213010	Dalia viva amarilla
10213100	Delphinium vivo
10213101	Delphinium vivo bella azul oscuro
10213102	Delphinium vivo bella azul claro
10213103	Delphinium vivo bella blanco
10213104	Delphinium vivo azul sombra
10213105	Delphinium vivo híbrido azul oscuro
10213106	Delphinium vivo híbrido azul claro
10213107	Delphinium vivo híbrido malva
10213108	Delphinium vivo híbrido rosado
10213109	Delphinium vivo híbrido púrpura
10213110	Delphinium vivo híbrido rojo
10213111	Delphinium vivo híbrido blanco
10213112	Delphinium vivo princesa carolina
10213113	Delphinium vivo volkerfrieden
10213200	Clavel (dianthus) vivo
10213201	Clavel (dianthus) vivo chocolate
10213202	Clavel (dianthus) vivo fucsia
10213203	Clavel (dianthus) vivo bola verde
10213204	Clavel (dianthus) vivo rosado fuerte
10213205	Clavel (dianthus) vivo lavanda
10213206	Clavel (dianthus) vivo frambuesa
10213207	Clavel (dianthus) vivo rojo
10213208	Clavel (dianthus) vivo rosado
10213300	Eremruses vivas
10213301	Eremurus vivo deruyter híbrido
10213302	Eremurus vivo himalaicus blanco
10213303	Eremurus vivo anaranjado
10213304	Eremurus vivo durazno
10213305	Eremurus vivo amarillo
10213400	Brezo (erica) viva
10213401	Brezo (erica) vivo campunalarus
10213402	Brezo (erica) vivo conica
10213403	Brezo (erica) vivo green ice
10213404	Brezo (erica) vivo rosado
10213405	Brezo (erica) vivo príncipe de gales
10213500	Euphorbia viva
10213501	Euphorbia viva characias
10213502	Euphorbia viva griffithii fireglow
10213503	Euphorbia viva martini
10213504	Euphorbia viva anaranjada
10213505	Euphorbia viva durazno
10213506	Euphorbia viva rosada
10213507	Euphorbia viva roja
10213508	Euphorbia viva blanca
10213509	Euphorbia viva amarilla
10213510	Euphorbia viva amarilla spurge
10213600	Fresia viva
10213601	Fresia viva crema
10213602	Fresia viva doble blanca
10213603	Fresia viva doble amarilla
10213604	Fresia viva rosado fuerte
10213605	Fresia viva lady brunet
10213606	Fresia viva lavanda
10213607	Fresia viva rosado medio
10213608	Fresia viva anaranjado
10213609	Fresia viva pimpinela
10213610	Fresia viva rosada
10213611	Fresia viva pùrpura
10213612	Fresia viva roja
10213613	Fresia viva blanca
10213614	Fresia viva amarilla
10213700	Ajedrezada viva
10213701	Ajedrezada viva acmopelata
10213702	Ajedrezada viva assyriaca
10213703	Ajedrezada viva assyriaca uva vulpis
10213704	Ajedrezada viva elysee
10213705	Ajedrezada viva imperialis anaranjada
10213706	Ajedrezada viva imperialis amarilla
10213707	Ajedrezada viva meleagris
10213708	Ajedrezada viva michailowski
10213709	Ajedrezada viva uva vulpis
10213800	Hiniesta viva
10213801	Hiniesta viva verde
10213802	Hiniesta viva rosado fuerte
10213803	Hiniesta viva lavanda
10213804	Hiniesta viva rosado claro
10213805	Hiniesta viva durazno
10213806	Hiniesta viva púrpura
10213807	Hiniesta viva blanco
10213808	Hiniesta viva amarillo
10213900	Margarita viva
10213901	Margarita viva crema de centro negro
10213902	Margarita viva crema
10213903	Margarita viva dorada
10213904	Margarita viva rosado fuerte
10213905	Margarita viva rosado claro
10213906	Margarita viva magenta
10213907	Margarita viva mini coral
10213908	Margarita viva mini fucsia
10213909	Margarita viva mini rosado fuerte
10213910	Margarita viva mini anaranjado claro de centro negro
10213911	Margarita viva mini anaranjado de centro negro
10213912	Margarita viva mini anaranjado
10213913	Margarita viva mini rojo de centro negro
10213914	Margarita viva mini blanco
10213915	Margarita viva mini amarillo claro de centro negro
10213916	Margarita viva anaranjado de centro negro
10213917	Margarita viva anaranjada
10213918	Margarita viva durazno de centro negro
10213919	Margarita viva durazno
10213920	Margarita viva rosada de centro negro
10213921	Margarita viva rosada
10213922	Margarita viva roja de centro negro
10213923	Margarita viva roja
10213924	Margarita viva spider durazno
10213925	Margarita viva spider roja
10213926	Margarita viva terracota
10213927	Margarita viva blanca de centro negro
